,Player,Link,StartYear,EndYear,Position,Tenure,Height,Weight,Birthday,All_Star_apps,All_NBA_apps,All_Def_apps,HOF,Games,PPG,TRPG,APG,FG_pct,3_pt_pct,FT_pct,eFG_pct,PER,WS,Avg Games Played,> Avg Games
1177,Dickey Simpkins,/players/s/simpkdi01.html,1995,2002,F,7,206,112,1972-04-06,0,0,0,0,327,4.2,3.6,0.9,44.0,22.2,61.8,44.1,9.5,4.7,46.714285714285715,0
1178,Ralph Simpson,/players/s/simpsra01.html,1971,1980,GF,9,196,90,1949-08-10,5,0,0,0,705,16.7,3.7,3.3,44.9,19.0,76.3,45.1,16.2,29.0,78.33333333333333,1
1179,Bob Sims,/players/s/simsbo01.html,1962,1968,GF,6,196,99,1938-10-09,0,0,0,0,67,7.7,2.7,2.3,39.2,-,57.2,39.2,9.0,0.4,11.166666666666666,0
1180,James Singleton,/players/s/singlja01.html,2006,2012,F,6,203,97,1981-07-20,0,0,0,0,243,3.9,3.7,0.4,46.2,29.2,83.3,48.5,14.0,8.1,40.5,0
1181,Scott Skiles,/players/s/skilesc01.html,1987,1996,G,9,185,81,1964-03-05,0,0,0,0,600,11.1,2.5,6.5,43.5,37.9,88.9,48.5,14.4,30.4,66.66666666666667,1
1182,Al Skinner,/players/s/skinnal01.html,1975,1980,G,5,190,86,1952-06-16,0,0,0,0,337,9.1,3.3,2.8,45.2,27.3,81.3,45.2,13.8,13.2,67.4,1
1183,Brian Skinner,/players/s/skinnbr01.html,1999,2012,F,13,206,115,1976-05-19,0,0,0,0,608,4.7,4.7,0.5,49.4,33.3,56.6,49.4,12.0,15.8,46.76923076923077,0
1185,Reggie Slater,/players/s/slatere01.html,1995,2003,F,8,201,97,1970-08-27,0,0,0,0,259,5.6,3.0,0.6,48.4,0.0,62.9,48.4,13.7,5.3,32.375,0
1188,Adrian Smith,/players/s/smithad01.html,1962,1972,G,10,185,81,1936-10-05,1,0,0,0,772,11.3,2.1,2.3,43.0,18.2,83.8,43.0,12.2,33.2,77.2,1
1189,Bingo Smith,/players/s/smithbi02.html,1970,1980,FG,10,196,88,1946-02-26,0,0,0,0,865,12.6,4.2,2.0,44.9,28.4,79.8,45.0,14.1,33.3,86.5,1
1190,Charles Smith,/players/s/smithch01.html,1989,1997,FC,8,208,104,1965-07-16,0,0,0,0,564,14.4,5.8,1.4,47.5,19.4,77.4,47.7,15.7,40.9,70.5,1
1191,Charles Smith,/players/s/smithch02.html,1990,1996,G,6,185,72,1967-11-29,0,0,0,0,73,2.5,1.0,1.6,43.3,0.0,67.5,43.3,11.9,0.9,12.166666666666666,0
1192,Charles Smith,/players/s/smithch04.html,1998,2006,G,8,193,87,1975-08-22,0,0,0,0,142,5.1,1.4,0.9,40.9,28.8,60.6,45.9,11.5,1.5,17.75,0
1193,Craig Smith,/players/s/smithcr01.html,2007,2012,F,5,201,113,1983-11-10,0,0,0,0,403,7.6,3.9,0.8,55.3,3.7,66.1,55.3,16.2,16.0,80.6,1
1194,Derek Smith,/players/s/smithde02.html,1983,1991,GF,8,198,92,1961-11-01,0,0,0,0,408,12.8,3.2,2.1,49.9,29.4,75.3,50.4,15.1,18.3,51.0,0
1197,Joe Smith,/players/s/smithjo02.html,1996,2011,F,15,208,102,1975-07-26,0,0,0,0,1030,10.9,6.4,1.0,45.5,23.8,79.0,45.6,15.4,60.3,68.66666666666667,1
1198,Kenny Smith,/players/s/smithke01.html,1988,1997,G,9,190,77,1965-03-08,0,0,0,0,737,12.8,2.0,5.5,48.0,39.9,82.9,52.5,14.9,46.8,81.88888888888889,1
1199,Larry Smith,/players/s/smithla01.html,1981,1993,FC,12,203,97,1958-01-18,0,0,0,0,883,6.7,9.2,1.1,53.1,0.0,53.1,53.1,12.6,46.0,73.58333333333333,1
1200,Michael Smith,/players/s/smithmi01.html,1990,1995,F,5,208,102,1965-05-19,0,0,0,0,141,5.0,1.5,1.0,47.4,15.0,83.5,48.1,14.0,1.4,28.2,0
1201,Michael Smith,/players/s/smithmi02.html,1995,2001,F,6,203,104,1972-03-28,0,0,0,0,449,5.6,7.1,1.5,53.8,14.3,52.9,53.8,13.9,23.4,74.83333333333333,1
1202,Otis Smith,/players/s/smithot01.html,1987,1992,GF,5,196,95,1964-01-30,0,0,0,0,375,10.5,3.8,1.8,45.5,25.1,76.2,46.2,15.7,12.3,75.0,1
1203,Phil Smith,/players/s/smithph01.html,1975,1983,G,8,193,83,1952-04-22,2,0,0,0,659,15.1,3.0,3.9,47.6,25.3,77.9,47.7,15.8,41.1,82.375,1
1204,Randy Smith,/players/s/smithra01.html,1972,1983,GF,11,190,81,1948-12-12,2,0,0,0,976,16.7,3.7,4.6,47.0,15.5,78.1,47.0,16.5,60.1,88.72727272727273,1
1205,Robert Smith,/players/s/smithro01.html,1978,1985,G,7,180,74,1955-03-10,0,0,0,0,229,5.0,1.3,1.8,43.5,23.8,87.7,44.1,11.0,5.6,32.714285714285715,0
1206,Steve Smith,/players/s/smithst01.html,1992,2005,G,13,201,90,1969-03-31,1,0,0,0,942,14.3,3.2,3.1,44.0,35.8,84.5,49.4,16.1,83.7,72.46153846153847,1
1207,Tony Smith,/players/s/smithto02.html,1991,2001,G,10,190,83,1968-06-14,0,0,0,0,457,5.5,1.6,1.9,43.1,30.7,69.0,45.6,11.4,6.7,45.7,0
1208,Rik Smits,/players/s/smitsri01.html,1989,2000,C,11,224,113,1966-08-23,1,0,0,0,867,14.8,6.1,1.4,50.7,11.5,77.3,50.7,17.9,56.6,78.81818181818181,1
1209,Mike Smrek,/players/s/smrekmi01.html,1986,1992,C,6,213,113,1962-08-31,0,0,0,0,194,2.9,2.2,0.3,43.1,0.0,61.7,43.1,7.4,0.7,32.333333333333336,0
1210,Eric Snow,/players/s/snower01.html,1996,2008,G,12,190,86,1973-04-24,0,0,0,0,846,6.8,2.5,5.0,42.4,20.8,76.3,43.0,12.2,43.4,70.5,1
1212,Ricky Sobers,/players/s/soberri01.html,1976,1986,G,10,190,89,1953-01-15,0,0,0,0,821,13.3,2.6,4.3,45.9,29.1,84.3,46.6,13.9,32.0,82.1,1
1213,Will Solomon,/players/s/solomwi01.html,2002,2009,G,7,185,83,1978-07-20,0,0,0,0,115,5.1,1.1,2.0,37.8,29.8,69.2,44.3,10.5,0.0,16.428571428571427,0
1214,Darius Songaila,/players/s/songada01.html,2004,2011,F,7,206,112,1978-02-14,0,0,0,0,495,6.9,3.4,1.2,49.9,15.8,84.4,49.9,13.3,15.9,70.71428571428571,1
1215,Rory Sparrow,/players/s/sparrro01.html,1981,1992,G,11,188,79,1958-06-12,0,0,0,0,836,9.0,2.1,5.0,46.6,26.0,79.7,47.3,12.0,28.3,76.0,1
1217,Felton Spencer,/players/s/spencfe01.html,1991,2002,C,11,213,120,1968-01-15,0,0,0,0,640,5.2,5.4,0.3,48.4,0.0,65.8,48.4,10.8,20.9,58.18181818181818,0
1218,Latrell Sprewell,/players/s/sprewla01.html,1993,2005,G,12,196,86,1970-09-08,4,0,0,0,913,18.3,4.1,4.0,42.5,33.7,80.4,46.4,15.1,56.3,76.08333333333333,1
1219,Jerry Stackhouse,/players/s/stackje01.html,1996,2013,GF,17,198,98,1974-11-05,2,0,0,0,970,16.9,3.2,3.3,40.9,30.9,82.2,44.6,16.5,52.4,57.05882352941177,0
1220,Kevin Stacom,/players/s/stacoke01.html,1975,1982,G,7,190,83,1951-09-04,0,0,0,0,347,5.1,1.5,1.5,41.7,50.0,76.8,41.7,10.6,3.1,49.57142857142857,0
1222,John Starks,/players/s/starkjo01.html,1989,2002,G,13,190,81,1965-08-10,1,0,0,0,866,12.5,2.5,3.6,41.2,34.0,76.9,47.6,14.0,49.9,66.61538461538461,1
1224,Larry Steele,/players/s/steella01.html,1972,1980,GF,8,196,81,1949-05-05,0,0,0,0,610,8.2,2.9,2.8,48.3,0.0,79.6,48.3,12.7,28.2,76.25,1
1225,Vladimir Stepania,/players/s/stepavl01.html,1999,2004,C,5,213,107,1976-05-08,0,0,0,0,270,4.1,4.4,0.3,42.5,13.3,53.6,42.6,12.8,5.2,54.0,0
1226,Brook Steppe,/players/s/steppbr01.html,1983,1989,GF,6,196,88,1959-11-07,0,0,0,0,238,5.4,1.4,1.2,46.9,31.0,82.0,47.4,12.5,4.6,39.666666666666664,0
1227,DeShawn Stevenson,/players/s/stevede01.html,2001,2013,G,12,196,95,1981-04-03,0,0,0,0,824,7.2,2.2,1.6,40.6,34.0,69.8,45.6,9.9,12.1,68.66666666666667,1
1228,Larry Stewart,/players/s/stewala01.html,1992,1997,F,5,203,99,1968-09-21,0,0,0,0,270,7.4,4.0,1.3,50.9,20.5,75.3,51.2,13.0,9.7,54.0,0
1229,Michael Stewart,/players/s/stewami01.html,1998,2005,C,7,208,104,1975-04-25,0,0,0,0,286,2.2,3.2,0.3,44.2,-,52.2,44.2,10.2,4.6,40.857142857142854,0
1230,Bryant Stith,/players/s/stithbr01.html,1993,2002,G,9,196,94,1970-12-10,0,0,0,0,586,10.1,3.4,2.0,42.4,32.9,84.1,45.6,12.8,29.5,65.11111111111111,1
1231,Alex Stivrins,/players/s/stivral01.html,1986,1993,F,7,203,99,1962-11-29,0,0,0,0,22,2.0,1.0,0.2,46.5,0.0,50.0,46.5,10.5,-0.1,3.142857142857143,0
1232,John Stockton,/players/s/stockjo01.html,1985,2003,G,18,185,77,1962-03-26,10,11,5,Hall of Fame,1504,13.1,2.7,10.5,51.5,38.4,82.6,54.6,21.8,207.7,83.55555555555556,1
1233,Peja Stojaković,/players/s/stojape01.html,1999,2011,F,12,208,103,1977-06-09,3,0,0,0,804,17.0,4.7,1.8,45.0,40.1,89.5,53.2,17.1,82.6,67.0,1
1234,Damon Stoudamire,/players/s/stoudda01.html,1996,2008,G,12,178,77,1973-09-03,0,0,0,0,878,13.4,3.5,6.1,40.6,35.7,83.3,46.4,15.4,55.4,73.16666666666667,1
1235,Amar'e Stoudemire,/players/s/stoudam01.html,2003,2016,FC,13,208,111,1982-11-16,6,5,0,0,846,18.9,7.8,1.2,53.7,23.6,76.1,53.8,21.8,92.5,65.07692307692308,1
1236,Erick Strickland,/players/s/stricer01.html,1997,2005,G,8,190,95,1973-11-25,0,0,0,0,501,7.5,2.6,2.4,39.2,35.1,82.6,45.1,12.7,13.4,62.625,1
1237,Mark Strickland,/players/s/stricma01.html,1995,2003,F,8,206,95,1970-07-14,0,0,0,0,281,4.6,2.7,0.4,48.8,22.2,66.8,48.9,14.5,7.0,35.125,0
1238,Rod Strickland,/players/s/stricro02.html,1989,2005,G,16,190,79,1966-07-11,0,0,0,0,1094,13.2,3.7,7.3,45.4,28.2,72.1,46.2,18.0,85.8,68.375,1
1239,Derek Strong,/players/s/stronde01.html,1992,2001,F,9,203,99,1968-02-09,0,0,0,0,456,6.8,4.9,0.6,43.0,18.0,78.6,43.2,13.8,18.5,50.666666666666664,0
1240,Bruno Šundov,/players/s/sundobr01.html,1999,2005,C,6,218,99,1980-02-10,0,0,0,0,102,1.7,1.0,0.2,35.6,20.8,52.6,36.7,5.4,-0.7,17.0,0
1241,Jon Sundvold,/players/s/sundvjo01.html,1984,1992,G,8,188,77,1961-07-02,0,0,0,0,502,7.7,1.1,2.9,45.2,39.2,84.9,48.3,12.5,8.9,62.75,1
1242,Bob Sura,/players/s/surabo01.html,1996,2005,G,9,196,90,1973-03-25,0,0,0,0,657,8.6,3.4,3.8,41.4,32.5,68.9,46.0,14.3,28.3,73.0,1
1243,Stromile Swift,/players/s/swiftst01.html,2001,2009,F,8,206,102,1979-11-21,0,0,0,0,547,8.4,4.6,0.5,47.3,7.4,69.9,47.3,16.1,21.3,68.375,1
1244,Wally Szczerbiak,/players/s/szczewa02.html,2000,2009,F,9,201,110,1977-03-05,1,0,0,0,651,14.1,4.0,2.4,48.5,40.6,86.0,52.6,16.0,53.3,72.33333333333333,1
1245,Žan Tabak,/players/t/tabakza01.html,1995,2001,C,6,213,111,1970-06-15,0,0,0,0,247,5.0,3.6,0.7,50.6,0.0,52.5,50.6,11.3,2.4,41.166666666666664,0
1246,Roy Tarpley,/players/t/tarplro01.html,1987,1995,CF,8,211,104,1964-11-28,0,0,0,0,280,12.6,10.0,1.0,48.3,17.6,74.4,48.4,18.4,19.8,35.0,0
1247,Brian Taylor,/players/t/taylobr01.html,1973,1982,G,9,188,83,1951-06-09,2,0,3,0,601,13.1,2.7,4.1,49.3,35.6,78.0,51.0,14.8,46.8,66.77777777777777,1
1248,Fatty Taylor,/players/t/taylofa01.html,1970,1977,G,7,183,79,1946-03-13,0,0,2,0,640,8.0,3.9,4.0,43.8,20.6,67.6,44.1,10.5,17.0,91.42857142857143,1
1249,Maurice Taylor,/players/t/tayloma01.html,1998,2007,F,9,206,117,1976-10-30,0,0,0,0,534,11.0,4.6,1.2,46.6,15.2,71.1,46.7,13.1,9.9,59.333333333333336,0
1250,Terry Teagle,/players/t/teaglte01.html,1983,1993,FG,10,196,88,1960-04-10,0,0,0,0,687,11.6,2.6,1.4,46.5,21.0,79.2,46.7,13.7,13.4,68.7,1
1251,Sebastian Telfair,/players/t/telfase01.html,2005,2015,G,10,183,74,1985-06-09,0,0,0,0,564,7.4,1.6,3.5,39.0,31.9,77.7,43.6,10.8,5.0,56.4,0
1252,Claude Terry,/players/t/terrycl01.html,1973,1978,GF,5,193,88,1950-01-12,1,0,0,0,349,5.5,1.4,1.3,46.8,33.8,78.5,48.3,11.9,6.9,69.8,1
1253,Tom Thacker,/players/t/thackto01.html,1964,1971,GF,7,188,77,1939-11-02,0,0,0,0,314,3.2,2.6,1.5,36.0,22.7,50.8,36.5,7.4,-0.3,44.857142857142854,0
1254,Reggie Theus,/players/t/theusre01.html,1979,1991,G,12,201,86,1957-10-13,2,0,0,0,1026,18.5,3.3,6.3,47.1,25.2,82.6,47.9,16.6,66.9,85.5,1
1255,Carl Thomas,/players/t/thomaca01.html,1992,1998,G,6,193,79,1969-10-03,0,0,0,0,63,2.9,1.0,0.4,39.8,31.5,64.3,46.3,10.3,0.6,10.5,0
1256,Etan Thomas,/players/t/thomaet01.html,2002,2011,F,9,206,116,1978-04-01,0,0,0,0,409,5.7,4.7,0.4,51.3,-,60.3,51.3,14.5,14.9,45.44444444444444,0
1257,Isiah Thomas,/players/t/thomais01.html,1982,1994,G,12,185,81,1961-04-30,12,5,0,Hall of Fame,979,19.2,3.6,9.3,45.2,29.0,75.9,46.5,18.1,80.7,81.58333333333333,1
1258,Jim Thomas,/players/t/thomaji01.html,1984,1991,G,7,190,86,1960-10-19,0,0,0,0,161,8.4,2.6,2.3,47.1,17.0,76.3,47.5,12.5,4.9,23.0,0
1259,John Thomas,/players/t/thomajo02.html,1998,2006,F,8,206,120,1975-09-08,0,0,0,0,208,2.7,2.1,0.3,50.2,0.0,59.1,50.2,9.4,3.2,26.0,0
1260,Kenny Thomas,/players/t/thomake01.html,2000,2010,F,10,201,118,1977-07-25,0,0,0,0,632,9.3,6.9,1.5,46.5,24.4,69.9,47.1,13.9,31.2,63.2,1
1261,Kurt Thomas,/players/t/thomaku01.html,1996,2013,F,17,206,104,1972-10-04,0,0,0,0,1110,8.1,6.6,1.1,48.6,28.1,76.0,48.7,13.9,64.2,65.29411764705883,1
1262,Tim Thomas,/players/t/thomati01.html,1998,2010,F,12,208,104,1977-02-26,0,0,0,0,824,11.5,4.1,1.5,43.7,36.9,75.8,49.7,14.0,35.2,68.66666666666667,1
1263,Tyrus Thomas,/players/t/thomaty01.html,2007,2015,F,8,206,97,1986-08-17,0,0,0,0,402,7.7,4.8,0.9,43.8,23.5,73.2,43.9,14.8,13.0,50.25,0
1264,Billy Thompson,/players/t/thompbi01.html,1987,1992,F,5,201,88,1963-12-01,0,0,0,0,300,8.6,5.4,1.7,50.5,15.4,67.4,50.5,13.2,9.6,60.0,0
1265,David Thompson,/players/t/thompda01.html,1976,1984,GF,8,193,88,1954-07-13,5,2,0,Hall of Fame,592,22.7,4.1,3.3,50.5,25.5,78.1,50.7,19.9,63.3,74.0,1
1266,George Thompson,/players/t/thompge01.html,1970,1975,G,5,188,90,1947-11-29,3,0,0,0,437,18.6,3.3,3.6,46.5,26.5,76.2,47.3,17.4,30.9,87.4,1
1267,Jason Thompson,/players/t/thompja02.html,2009,2016,FC,7,211,113,1986-07-21,0,0,0,0,588,8.9,6.6,1.1,49.6,14.3,65.7,49.7,13.5,23.8,84.0,1
1268,LaSalle Thompson,/players/t/thompla01.html,1983,1997,CF,14,208,111,1961-06-23,0,0,0,0,985,7.9,6.8,1.2,49.2,15.4,73.7,49.2,13.6,35.0,70.35714285714286,1
1269,Mychal Thompson,/players/t/thompmy01.html,1979,1991,CF,12,208,102,1955-01-30,0,0,0,0,935,13.7,7.4,2.3,50.4,8.3,65.5,50.4,15.7,59.1,77.91666666666667,1
1271,Bob Thornton,/players/t/thornbo01.html,1986,1996,FC,10,208,102,1962-07-10,0,0,0,0,283,3.0,2.5,0.3,44.4,22.2,55.8,44.6,6.2,1.3,28.3,0
1272,Otis Thorpe,/players/t/thorpot01.html,1985,2001,FC,16,206,102,1962-08-05,1,0,0,0,1257,14.0,8.2,2.2,54.6,4.7,68.7,54.6,16.0,106.4,78.5625,1
1273,Sedale Threatt,/players/t/threase01.html,1984,1997,G,13,188,79,1961-09-10,0,0,0,0,951,9.8,1.8,3.8,48.5,29.3,81.5,49.6,14.7,48.0,73.15384615384616,1
1275,Jamaal Tinsley,/players/t/tinslja01.html,2002,2014,G,12,190,88,1978-02-28,0,0,0,0,547,8.5,2.9,6.1,39.3,29.9,71.6,43.7,13.6,17.2,45.583333333333336,0
1276,Wayman Tisdale,/players/t/tisdawa01.html,1986,1997,FC,11,206,108,1964-06-09,0,0,0,0,840,15.3,6.1,1.3,50.5,0.0,76.0,50.5,15.7,45.7,76.36363636363636,1
1277,Ray Tolbert,/players/t/tolbera01.html,1982,1989,F,7,206,102,1958-09-10,0,0,0,0,261,3.6,2.3,0.5,49.5,0.0,54.4,49.5,9.8,2.9,37.285714285714285,0
1278,Tom Tolbert,/players/t/tolbeto01.html,1989,1995,FC,6,201,106,1965-10-16,0,0,0,0,312,6.5,4.0,0.9,46.0,29.6,71.6,46.8,10.5,6.6,52.0,0
1279,Rudy Tomjanovich,/players/t/tomjaru01.html,1971,1981,F,10,203,98,1948-11-24,5,0,0,Hall of Fame,768,17.4,8.1,2.0,50.1,26.2,78.4,50.2,16.9,70.4,76.8,1
1280,Andrew Toney,/players/t/toneyan01.html,1981,1988,G,7,190,80,1957-11-23,2,0,0,0,468,15.9,2.2,4.2,50.0,34.2,79.7,51.2,16.1,26.9,66.85714285714286,1
1281,Sedric Toney,/players/t/toneyse01.html,1986,1994,G,8,188,80,1962-04-13,0,0,0,0,112,3.7,0.9,2.1,36.5,34.1,78.1,40.6,7.8,0.0,14.0,0
1282,Andy Toolson,/players/t/toolsan01.html,1991,1996,GF,5,198,95,1966-01-19,0,0,0,0,60,2.7,1.2,0.5,39.7,34.1,75.7,44.9,8.0,0.6,12.0,0
1285,Robert Traylor,/players/t/traylro01.html,1999,2005,F,6,203,128,1977-02-01,0,0,0,0,438,4.8,3.7,0.7,47.4,16.7,57.7,47.5,14.5,13.3,73.0,1
1286,Gary Trent,/players/t/trentga01.html,1996,2004,F,8,203,113,1974-09-22,0,0,0,0,506,8.6,4.5,1.0,50.1,8.0,64.3,50.1,15.9,23.2,63.25,1
1288,Kelly Tripucka,/players/t/tripuke01.html,1982,1991,FG,9,198,99,1959-02-16,2,0,0,0,707,17.2,3.8,3.0,47.3,36.1,84.9,48.2,16.2,44.4,78.55555555555556,1
1289,Jake Tsakalidis,/players/t/tsakaja01.html,2001,2007,C,6,218,129,1979-06-10,0,0,0,0,315,4.8,3.9,0.3,49.0,0.0,65.7,49.0,11.8,9.9,52.5,0
1290,Trent Tucker,/players/t/tucketr01.html,1983,1993,G,10,196,87,1959-12-20,0,0,0,0,756,8.2,2.0,2.0,46.1,40.8,75.4,51.2,12.9,34.3,75.6,1
1291,Ronny Turiaf,/players/t/turiaro01.html,2006,2015,F,9,208,112,1983-01-13,0,0,0,0,473,4.7,3.7,1.3,53.3,0.0,63.6,53.3,13.8,19.2,52.55555555555556,0
1292,Hedo Türkoğlu,/players/t/turkohe01.html,2001,2015,F,14,208,99,1979-03-19,0,0,0,0,997,11.1,4.0,2.8,42.6,38.4,78.4,49.5,14.3,63.3,71.21428571428571,1
1293,Andre Turner,/players/t/turnean01.html,1987,1992,G,5,180,72,1964-12-13,0,0,0,0,170,4.5,1.5,3.1,42.2,23.7,76.4,43.2,12.0,1.8,34.0,0
1295,Elston Turner,/players/t/turneel01.html,1982,1989,GF,7,196,86,1959-06-10,0,0,0,0,505,4.7,2.7,1.8,43.2,15.2,71.4,43.3,9.6,8.5,72.14285714285714,1
1296,Henry Turner,/players/t/turnehe02.html,1990,1995,GF,5,201,90,1966-08-18,0,0,0,0,66,3.4,1.2,0.4,45.3,25.0,60.0,45.8,13.7,0.4,13.2,0
1297,Jeff Turner,/players/t/turneje01.html,1985,1996,FC,11,206,104,1962-04-09,0,0,0,0,612,6.0,3.3,1.0,46.7,34.4,76.9,47.8,8.4,8.9,55.63636363636363,0
1298,Melvin Turpin,/players/t/turpime01.html,1985,1990,C,5,211,108,1960-12-28,0,0,0,0,361,8.5,4.6,0.5,51.6,11.1,77.7,51.6,14.3,13.7,72.2,1
1299,Dave Twardzik,/players/t/twardda01.html,1973,1980,G,7,185,79,1950-09-20,1,0,0,0,536,9.3,2.4,3.4,52.7,24.5,82.1,52.9,13.8,33.4,76.57142857142857,1
1301,Terry Tyler,/players/t/tylerte01.html,1979,1989,FG,10,201,97,1956-10-30,0,0,0,0,871,10.2,5.4,1.2,48.4,12.2,70.3,48.5,14.6,40.8,87.1,1
1302,Ime Udoka,/players/u/udokaim01.html,2004,2011,F,7,198,97,1977-08-09,0,0,0,0,316,5.2,2.9,1.0,41.7,35.6,70.5,49.2,10.8,8.8,45.142857142857146,0
1303,Wes Unseld,/players/u/unselwe01.html,1969,1981,CF,12,201,111,1946-03-14,5,0,0,Hall of Fame,984,10.8,14.0,3.9,50.9,50.0,63.3,50.9,16.0,110.1,82.0,1
1304,Darnell Valentine,/players/v/valenda01.html,1982,1991,G,9,185,83,1959-02-03,0,0,0,0,620,8.7,2.1,5.0,43.7,26.1,78.7,44.2,14.0,22.1,68.88888888888889,1
1307,Nick Van Exel,/players/v/vanexni01.html,1994,2006,G,12,185,77,1971-11-27,1,0,0,0,880,14.4,2.9,6.6,40.5,35.7,79.4,47.1,15.8,55.9,73.33333333333333,1
1308,Keith Van Horn,/players/v/vanhoke01.html,1998,2006,F,8,208,99,1975-10-23,0,0,0,0,575,16.0,6.8,1.6,44.3,36.1,83.5,48.2,16.8,41.7,71.875,1
1311,Kiki Vandeweghe,/players/v/vandeki01.html,1981,1993,F,12,203,99,1958-08-01,2,0,0,0,810,19.7,3.4,2.1,52.5,36.8,87.2,53.4,18.4,75.6,67.5,1
1312,Chico Vaughn,/players/v/vaughch01.html,1963,1970,G,7,188,86,1940-02-19,1,0,0,0,491,11.9,2.5,2.1,39.2,30.1,73.8,42.0,12.1,18.0,70.14285714285714,1
1313,Jacque Vaughn,/players/v/vaughja01.html,1998,2009,G,11,185,86,1975-02-11,0,0,0,0,776,4.5,1.3,2.5,42.9,35.2,77.9,44.5,10.1,15.4,70.54545454545455,1
1314,Loy Vaught,/players/v/vaughlo01.html,1991,2001,F,10,206,104,1968-02-27,0,0,0,0,689,10.1,7.1,0.9,50.4,24.4,71.8,50.6,15.4,35.8,68.9,1
1315,Bob Verga,/players/v/vergabo01.html,1968,1974,G,6,185,86,1945-09-07,1,0,0,0,342,20.2,3.9,2.9,43.8,29.6,74.9,44.9,17.5,19.7,57.0,0
1316,Pete Verhoeven,/players/v/verhope01.html,1982,1987,F,5,206,97,1959-02-15,0,0,0,0,282,3.5,2.3,0.5,50.5,25.0,68.9,50.5,10.3,5.2,56.4,0
1317,Charlie Villanueva,/players/v/villach01.html,2006,2016,F,10,211,105,1984-08-24,0,0,0,0,656,10.4,4.6,0.8,43.5,34.1,77.2,49.4,16.0,22.6,65.6,1
1318,Jay Vincent,/players/v/vinceja01.html,1982,1990,F,8,201,99,1959-06-10,0,0,0,0,576,15.2,5.5,2.0,47.4,14.8,78.4,47.4,15.9,27.5,72.0,1
1319,Sam Vincent,/players/v/vincesa01.html,1986,1992,G,6,188,83,1963-05-18,0,0,0,0,396,7.8,2.1,3.9,44.9,18.2,86.3,45.2,14.1,10.9,66.0,1
1320,Fred Vinson,/players/v/vinsofr01.html,1995,2000,G,5,193,86,1971-01-28,0,0,0,0,13,1.3,0.1,0.1,25.0,23.1,66.7,31.3,-2.0,-0.2,2.6,0
1321,Jake Voskuhl,/players/v/voskuja01.html,2001,2009,C,8,211,111,1977-11-01,0,0,0,0,450,4.0,3.4,0.5,48.7,33.3,71.4,48.8,10.8,11.6,56.25,0
1322,Danny Vranes,/players/v/vraneda01.html,1982,1988,F,6,201,95,1958-10-29,0,0,0,0,510,5.1,3.9,1.2,49.6,10.5,57.0,49.6,9.3,15.3,85.0,1
1323,Stojko Vranković,/players/v/vrankst01.html,1991,1999,C,8,218,117,1964-01-22,0,0,0,0,170,2.8,3.0,0.3,47.7,-,59.8,47.7,9.7,1.3,21.25,0
1324,Jan van Breda Kolff,/players/v/vanbrja01.html,1975,1983,FG,8,201,88,1951-12-16,0,0,0,0,598,6.2,4.3,2.0,44.4,28.2,82.1,44.5,10.4,22.3,74.75,1
1325,Von Wafer,/players/w/wafervo01.html,2006,2012,G,6,196,95,1985-07-21,0,0,0,0,200,5.3,1.2,0.7,42.0,32.5,75.1,47.5,11.8,3.3,33.333333333333336,0
1327,Antoine Walker,/players/w/walkean02.html,1997,2008,F,11,203,101,1976-08-12,3,0,0,0,893,17.5,7.7,3.5,41.4,32.5,63.3,46.1,16.0,38.1,81.18181818181819,1
1329,Darrell Walker,/players/w/walkeda01.html,1984,1993,G,9,193,81,1961-03-09,0,0,0,0,720,8.9,4.4,4.6,43.5,5.9,71.3,43.5,13.7,27.4,80.0,1
1330,Foots Walker,/players/w/walkefo01.html,1975,1984,G,9,183,83,1951-05-21,0,0,0,0,658,6.4,2.6,4.7,43.5,22.7,76.2,43.6,13.7,31.0,73.11111111111111,1
1331,Henry Walker,/players/w/walkebi01.html,2009,2015,F,6,198,99,1987-10-09,0,0,0,0,181,6.0,2.2,0.8,44.6,36.9,76.0,55.6,10.8,5.0,30.166666666666668,0
1333,Kenny Walker,/players/w/walkeke01.html,1987,1995,F,8,203,95,1964-08-18,0,0,0,0,448,7.0,4.0,0.7,48.5,20.6,74.9,48.7,11.9,17.9,56.0,0
1334,Samaki Walker,/players/w/walkesa01.html,1997,2006,F,9,206,108,1976-02-25,0,0,0,0,445,5.3,4.7,0.6,46.2,11.1,63.0,46.2,12.7,14.2,49.44444444444444,0
1335,Wally Walker,/players/w/walkewa01.html,1977,1984,F,7,201,86,1954-07-18,0,0,0,0,565,7.0,3.1,1.5,46.7,20.0,64.3,46.7,11.4,12.9,80.71428571428571,1
1336,Ben Wallace,/players/w/wallabe01.html,1997,2012,FC,15,206,108,1974-09-10,4,5,6,0,1088,5.7,9.6,1.3,47.4,13.7,41.4,47.5,15.5,93.5,72.53333333333333,1
1337,Gerald Wallace,/players/w/wallage01.html,2002,2015,F,13,201,97,1982-07-23,1,0,0,0,832,11.9,5.8,2.1,46.9,31.2,70.9,49.6,16.3,59.7,64.0,1
1338,John Wallace,/players/w/wallajo01.html,1997,2004,F,7,203,102,1974-02-09,0,0,0,0,381,7.6,2.8,0.7,46.2,30.0,74.0,46.5,14.0,6.4,54.42857142857143,0
